id,title,genres,popularity,rating,description,image_url
2557,Trapp Ikka Monogatari,"['drama', 'romance']",6914,7.62,"Based on the same story that produced the classic musical 'The Sound of Music', this is the story of Maria, who leaves her life in a convent to take up the responsibility of taking care of Captain Trapp's children.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/2/17856.jpg
2558,Wakakusa Monogatari: Nan to Jo-sensei,"['drama', 'slice of life']",7587,7.55,"Nan Harding is the new student at Mr. and Mrs. Bhaer's school. Everyone thinks that she is a pain in the head, but not Mrs. Jo. Together with the other kids, they all embark on their personal adventures and misfortunes while learning in school. 

(Source: ANN)",https://cdn.myanimelist.net/images/anime/12/3276.jpg
2561,Captain Future,"['action', 'adventure', 'sci-fi']",8416,7.12,"Curtis Newton, aka Captain Future, is an orphan. His parents died in their artificial satellite while he was an infant. His father was a scientist, who has abandoned earth for the satellite to dedicate his life for science along with his aging friend the genius Dr Simon Wright. Wright senses his death, and decides to implant his brain in a mechanical container. They both manufactured a superior robot and an android. Captain future dedicated his life to fight evil along with his three men, the brain, android, and robot. 

(Source: ANN)",https://cdn.myanimelist.net/images/anime/10/87992.jpg
2565,Jungle Taitei: Susume Leo!,['adventure'],10017,6.41,"Jungle Emperor was such a hit in Japan, that Dr. Tezuka went ahead and produced a sequel in 1966, known in Japan as ""The New Jungle Emperor"" or ""Onward, Leo!"" The trouble (for us in the rest of the world) was that he made the series without having a deal with NBC, and he made it more like his original manga story, which means that there were a lot of characters that died and some of the episodes could be depressing. NBC thought that there was no way they could sell that kind of show, and they were quite happy with the 52 episodes they had, so the New Jungle Emperor series wasn`t seen in this country until 1984, when it was given the title Leo The Lion.

This series was supposed to take place a few years after the original Kimba series. Kimba was an adult, with Kitty as his mate, and they had two cubs. Most of all this series was the story of Rune, the male cub, as he grew and learned to be as strong as his father.

For legal reasons, the producers of the English-dubbed version could not use the name Kimba, so they used the original Japanese names for all the characters.

(Source: Official Website)",https://cdn.myanimelist.net/images/anime/12/76173.jpg
2566,Uchuujin Tanaka Tarou,['comedy'],13299,6.07,"Takashi Horimachi is an ordinary curious fifth grader attending ""Anytown"" Elementary School. One day, a very unusual transfer student named Tarou Tanaka joins Takashi's class. Takashi and his classmates have never encountered anyone quite like Taro before. He is blue, has huge glowing eyes, pointy ears, a smooth bald head and one horn. Takashi, obsessed with trying to figure out this strange new visitor, attempts to track Tarou's every move; and in the process he continuously falls victim to Tarou's hilarious assortment of cosmic jokes and traps.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/11/3353.jpg
2567,Pinocchio yori Piccolino no Bouken,['adventure'],10829,6.32,"Well-known and well-loved by readers around the world, Carlo Collodi’s famous story of Pinocchio is transformed in this magical tale of love and deceit.
Old Jeppet the carpenter is terribly lonely, and yearns to have a son of his own. One day, a puppet he is carving out of wood begins to speak even before he has finished shaping it. The old man names the puppet Pinocchio, and treats him as the son he never had. The puppet is dreadfully naughty and causes trouble for the old man, but his heart is in the right place and he earns Jeppet’s love as though he were a human son. However, tragedy befalls the pair. Pinocchio is deceived by the wicked fox Dino and his sidekick, the cat Witch, while on his way to school. Pinocchio and his friend Gina the duck are sold to the master of a puppet show, with little hope of ever reuniting with kind old Jeppet. The naughty puppet eventually runs away in order to search for his surrogate father, and finds himself in the middle of adventure after adventure, matching wits with the crafty Dino and Witch. His efforts to stay out of mischief never seem to work, and misfortune always seeks out our wooden hero. If Pinocchio can only manage to stay out of trouble, his ultimate wish will be granted and his dream will become a reality. Delighting and entertaining, The Adventures of Pinocchio shows us that a pure heart and good intentions are rewarded, and that true love can indeed create miracles.

(Source: Nipponanimation)

Note that the character is actually called ""Piccolino"" in this adaptation.",https://cdn.myanimelist.net/images/anime/3/60891.jpg
2568,Kojika Monogatari,['drama'],12877,6.48,"Set in Hokkaido, Japan's outback, a young boy discovers a fawn whose mother has been hit by a car and attempts to raise it himself.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/1164/132238.jpg
2569,Jungle Book Shounen Mowgli,"['adventure', 'drama']",7274,6.98,"After his parents died, Mowgli is raised by the Wolf Pack of the Seeonee Forest led by Akela and other wild animals such as Bagheera and Baloo. The young boy goes through several heartwarming, bittersweet, and life-threatening adventures as he seeks after his true purpose in life. And one of many dangers he has to face is the man-eating tiger, Shere Khan...

(Source: ANN)",https://cdn.myanimelist.net/images/anime/5/12752.jpg
2570,Ochame na Futago: Claire Gakuin Monogatari,"['comedy', 'slice of life']",9885,7.04,"Patricia and Isabel O'Sullivan arrives at the St. Claire, a college for girls, to study and live in the new home. In there place, they meet to Alison, Wella, Catherine and Doris, who live too in the St. Claire, and join with their in the team spirit. All together, the girls play games and fun long time, living in harmony until appears Winfred, a sulky rude and antisocial girl that no will doubt in to create all kind of troubles for the O'Sullivan twins and their friends...

(Source: vtap.com)",https://cdn.myanimelist.net/images/anime/4/60951.jpg
2572,Fushigi no Kuni no Alice,"['adventure', 'fantasy']",9718,6.44,"A retelling of Lewis Carroll's classic tale of the young girl Alice, who follows a white rabbit into a hole, only to find herself in Wonderland, where she meets many interesting characters, both the mysterious Cheshire Cat and the terrible Queen of Hearts.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/13/22277.jpg
2573,Minami no Niji no Lucy,"['adventure', 'slice of life']",10196,6.98,"Lucy's family moves from England to Australia planning to run a big farm. Starting a new life proves to be full of frustrations. Their agonizing days of despair continue until they finally obtain their farmland. However, Lucy and her sisters enjoy a range of new experiences such as discovering exotic animals and meeting with aborigines and other new people.

(Source: AnimeNfo)",https://cdn.myanimelist.net/images/anime/1769/102083.jpg
2574,Kashi no Ki Mokku,"['adventure', 'fantasy']",10766,5.99,"This version of Pinocchio tells a story of an extremely gullible, naive and morally confused wooden doll brought to life by a mystical blue fairy. Pinocchio (Mokku) is characterized as having many character faults which he must learn to overcome in order to be worthy of being granted humanity. Some of these character faults include selfishness, rudeness, insensitivity, indolence, obstinacy, over- trusting, self-pity, stupidity, disobedience, compulsive lying, arrogance, greed, cowardice, recklessness, cruelty, foolishness and an inability to learn from mistakes.

Throughout the entire series Pinocchio (Mokku), partly due to his own delinquency and repetitive disobedience, must undergo other costly ordeals of hardship and pain in which he is continuously tormented, persecuted, bullied, humiliated, tricked, ridiculed, ostracised, beaten, downtrodden and subjected to degrading and inhumane treatment. Its plain depiction of the austere reality of what it would be like to be literally subhuman growing up in a world of danger and hardship, makes this another good example of traditional Japanese stories, which teach moral observance through tough endurance.

(Source: Wikipedia)",https://cdn.myanimelist.net/images/anime/1596/135781.jpg
2575,Don Chuck Monogatari,"['adventure', 'slice of life']",12389,5.97,"Young beaver Chuck's adventure with his little friends. When thy are in trouble, Chuck often asks his father to help them out.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/9/60421.jpg
2576,Araiguma Rascal,"['drama', 'slice of life']",9554,6.76,"Life in Brailsford Junction, Wisconsin, is simple and quiet for Sterling North, who spends most of his free time caring for animals. With his mother in the hospital and his brother fighting on the Western Front, the boy lives only with his father and his dog Hauser.

One weekend, cutting away from his usual chores, Sterling, his friend Oscar, and Hauser head off on a fishing trip. On their way to the river, his dog catches a scent at the base of a tree. Unearthing a raccoon's nest, the two boys find an orphaned kit. A passing hunter has killed the kit's mother to make a fur hat, leaving Sterling to adopt and care for the orphaned raccoon.

Torn by his fracturing family, a brother in the trenches, along with the ailing health of his mother, Sterling's bonds with life and the world around him are kept together and strengthened by life with his new friend, the ""ring-tailed wonder"" and scoundrel, whom he names Rascal.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/7/3363.jpg
2577,Tom Sawyer no Bouken,"['adventure', 'drama', 'slice of life']",6642,7.31,"Tom Sawyer is a young boy growing up along the Mississippi River in the mid 1800s. Along with his best friend Huckleberry Finn, he spends his days ditching school, fishing, climbing trees and having adventures.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/10/73344.jpg
2578,TaoTao Ehonkan Sekai Doubutsu Banashi,"['adventure', 'comedy', 'fantasy']",13006,6.75,"In a valley in China which has never been visited by humans lives a little panda named Tao Tao. Together with his friends Kiki the monkey, Puhu the squirrel and Poe the hare, they play in the forest all day long.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/9/3365.jpg
2579,Anime 80-nichikan Sekai Isshuu,"['adventure', 'romance']",8169,6.82,"Willy Fog accepts a bet from members of the Reform Club that he can make it around the world in 80 days. His plan, however, does not include being stopped by unknown enemies.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/12/69559.jpg
2583,Soukou Kihei Votoms: The Last Red Shoulder,"['action', 'drama', 'sci-fi']",8896,7.11,"Released in 1985, this OVA tells a critical part of the story between the TV show's Uoodo and Kummen arcs. Although the TV series covered the Red Shoulders in some detail, we didn't get to see much of Chirico's time there or the people involved, and we get both of those here.

(Source: mahq.net)",https://cdn.myanimelist.net/images/anime/8/24536.jpg
2584,Soukou Kihei Votoms: Big Battle,"['action', 'drama', 'sci-fi']",9285,6.7,"Big Battle is a one-shot OVA set after the climax of the original Votoms storyline, but before the epilogue at the end of the series itself. With the Gilgamesh and Balarant forces still trying to advance their PS programs, Chirico and his old friends are forced into one last gladiatorial battle against a special PS and a formidable land battleship.",https://cdn.myanimelist.net/images/anime/10/24534.jpg
2585,Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,"['drama', 'sci-fi']",8945,7.21,"After armored trooper pilot Chirico Cuvie  is given orders to transfer to Planet Odon, he and all of the other new recruits are sent into a simulated battle to test their abilities. However, this 'simulated battle' turns out to be a serious fight to eliminate those without the necessary skills. Chirico survives along with just three others, despite the fact that he fought while injured. It soon becomes apparent that this is not the first time he has survived against incredible odds, a fact that Colonel Peruzen wishes to exploit. But is Chirico truly immortal? 

(Source: Anime-Planet)",https://cdn.myanimelist.net/images/anime/5/24535.jpg
2586,Soukou Kihei Votoms: Kakuyaku taru Itan,"['drama', 'sci-fi']",9267,6.88,"Chirico is awoken from cold sleep and separated from Fyana. His attempts to find her come to the attention of a Nextant, the replacement for the Perfect Soldier program. At the same time, the new Pope is to be nominated, and Chirico is religiously considered to be ""The Untouchable"". With one of the nominees related to the Nextant, Chirico's actions will have far-reaching political ramifications.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/1212/94628.jpg
2591,Samurai Spirits: Haten Gouma no Shou,['adventure'],9184,5.31,"One hundred years after their deaths, six legendary holy warriors are reborn to seek justice against the former comrade who betrayed them into the hands of an evil god! The six warriors search the feudal province of Edo questing for the last Saint Soldier, Haohmaru, and their sworn nemesis Shirou Amakusa. Will the followers of the divine light triumph over the forces of darkness, or is history destined to repeat itself? Before their hundred-year journey has ended, six samurai will prove that the only thing stronger than their holy blades is the steel of their wills!

(Source: AniDB)",https://cdn.myanimelist.net/images/anime/6/49963.jpg
2592,Kimera,"['action', 'boys love', 'horror', 'sci-fi', 'supernatural']",7014,5.13,"Osamu and Jay are two cereal salesmen traveling for work when they encounter a barricade. Curious as to what is going on, they step out of their car and enter into a government secret. Two mysterious demon-like men have been terrorizing the military, who came to respond to a car crash involving a vehicle carrying government research material. Inside the car wreckage, Osamu finds a beautiful hermaphrodite with gold and crimson eyes trapped in a frozen chamber. Osamu shares a kiss with them through the glass before he is forced to flee the scene.

Osamu and Jay interrogate Jay's father, a top researcher at a government laboratory, who reveals that what Osamu and Jay saw was top-secret, and they would likely be sitting in prison if it weren't for his influence. While Jay is ready to forget everything that happened, Osamu cannot let it go that easily. After stealing a security badge, Osamu finds where the person he kissed is being kept, and learns that their name is Kimera. Osamu wants to run away with the beautiful Kimera, though he does not know why Kimera is being held captive or what a relationship with them means for the future of humanity.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1020/143845.jpg
2598,Juusenki L-Gaim,"['action', 'adventure', 'drama', 'sci-fi']",7395,6.75,"In the year 3990, the immortal Oldna Poseidal rules Pentagona, a war-torn solar system of five planets. Daba Myroad is a survivor of the Yaman Clan, just one of numerous native societies nearly wiped out by the tyrant. Living on the remote planet Koam with his friend Mirao Kyao, Daba possesses L-Gaim, a humanoid mecha known commonly as a ""Heavy Metal"" and the last known relic of the Yaman Clan. The pair befriend Fanneria Amu, an aspiring actress, and Lilith Fau, the last surviving fairy in Pentagona while on the run from a band of thieves attempting to steal L-Gaim.

Daba promises to fulfill the dying wish of one of the thieves hunting him—an honorable act that leads him to the powerful merchant Amandara Kamandara. With their mission in sight, the ragtag group will face powerful adversaries and become entangled in a rebellion against Poseidal's reign.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/3/46129.jpg
2599,Juusenki L-Gaim I: Pentagona Window + Lady Gavlet,"['action', 'adventure', 'drama', 'sci-fi']",12540,5.61,"A recap OVA that portrays the first half of the series Heavy Metal L-Gaim. After the credits, there is a short clip animated for the OVA entitled ""Lady Gavlet"", which is intended to be comic relief.",https://cdn.myanimelist.net/images/anime/2/3503.jpg
2600,Juusenki L-Gaim II: Farewell My Lovely + Pentagona Dolls,"['action', 'adventure', 'drama', 'sci-fi']",12730,5.71,"A recap OVA that portrays the second half of the series Heavy Metal L-Gaim. After the credits, there is a short clip animated for the OVA entitled ""Pentagona Dolls"", which is intended to be comic relief.",https://cdn.myanimelist.net/images/anime/1119/94289.jpg
2601,Juusenki L-Gaim III: Full Metal Soldier,"['action', 'sci-fi']",12111,6.36,"A side story taking place somewhere before the second half of the series, prior to Daba acquiring the L-Gaim Mk-II. Daba's comrade Leccee is captured by Poseidal's forces, and Daba and his rebels attempt to save her.",https://cdn.myanimelist.net/images/anime/3/24615.jpg
2607,Birth,"['action', 'adventure', 'comedy', 'sci-fi']",7257,5.93,"Aqualoid was a prosperous planet, but an attack from a mysterious life force, the Inorganics, transforms it into a post-apocalyptic shell of its former self. When Nam finds a mysterious sword, he is suddenly the object of a planet-wide chase. With the Inorganics closing in, will Nam and his friends discover the secret of the sword and save their world? Or will they destroy Aqualoid in favor of a new Birth?

(Source: AniDB)",https://cdn.myanimelist.net/images/anime/11/3521.jpg
2609,Kakyuusei (TV),"['drama', 'romance']",7529,6.26,"When Tsuyoshi rushed to school as usual, he found a girl who tried to help a kitten which couldn't get down from a tree. It was Minamizato Ai who had loved Tsuyoshi secretly for a long time.

(Source: AniDB)",https://cdn.myanimelist.net/images/anime/8/84837.jpg
2612,Spoon Obasan,[],10699,6.68,"An older woman wears a small spoon around her neck but every now and then, she shrinks to the size of a mouse because of the spoon. She sees the world then from a completely different perspective and has all kind of strange adventures together with Wendy, the mouse and many others.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/2/3531.jpg
2613,Mirai Shounen Conan 2: Taiga Daibouken,"['adventure', 'drama', 'sci-fi']",11013,6.44,"An adventure story about ""Ooparts Egg"" and a huge stone statue called ""Oobats"" which was excavated from the remains of ancient times around two thousand years ago.

Taiga travels around the world with his father, archeologist Dr. Daino. They come to South America to investigate ancient ruins discovered by treasure hunters. There they find a stone statue of a gigantic bird which is more than 50 meters long. How was this statue made more than 20,000 years ago? Who made it and for what purpose? To their surprise, the stone bird wakes up and flies away before their very eyes. They discover that this stone bird is called ""Oobats"" and that when it has ""Ooparts Egg"", it becomes a dangerous weapon which could destroy the whole universe. The stone bird in the ruins wakes up and flies away to seek Ooparts Egg! Taiga must not allow this to happen...

(Source: AnimeNfo)",https://cdn.myanimelist.net/images/anime/12/40015.jpg
2614,Mirai Shounen Conan: Kyodaiki Gigant no Fukkatsu,"['adventure', 'drama', 'sci-fi']",11389,6.71,"Shaken by repeated earthquakes, Industria will soon be overtaken by water. While its inhabitants are diligently preparing to flee from the isle, they are unexpectedly ambushed by Lepka, an enemy whom they had believed to be dead. Lepka has been hiding underground, waiting for an opportunity to hijack Industria's solar energy and fuel Gigant—a warplane capable of mass destruction which he aims to use to take over the world.

Fortunately, Lana and Monsley quickly realize Lepka's sinister plans and escape from Industria to alert Conan and his group, who are arranging a ship for the island's evacuation. Upon hearing the disturbing news, Conan, alongside his spirited friends Dyce and Jimsy, readily embarks on a perilous mission to bring down the menacing Gigant.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/4/17369.jpg
2616,Sora Iro no Tane,[],8996,5.75,Three short TV advertisements based on a children's book about a fox who gives a boy a seed which grows into a giant house.,https://cdn.myanimelist.net/images/anime/3/81232.jpg
2617,Ghiblies,['comedy'],7366,6.36,"Two Ghibli created shorts about the happenings in a fictional animation studio, presumably based to some extent on their own.",https://cdn.myanimelist.net/images/anime/1679/138721.jpg
2620,Spider Riders: Yomigaeru Taiyou,"['action', 'adventure']",8729,6.7,"The battle against the Insectors to save the Inner World rages on, as Hunter Steele and the Spider Riders defend Arachna. With the help of his friends—Igneous, an intelligent young royal officer of Arachna's military; Magma, a foolhardy warrior; and Corona, a kind-hearted girl—crisis has been averted—but not for long.

News of the Kingdom of Nuuma being attacked by the Insectors is soon brought to the attention of the Spider Riders, who are reluctant to leave Arachna undefended. But past favors need to be repaid, so they decide to travel across the Inner Ocean to protect the Kingdom of Nuuma. Entrusted with finding four of the Oracle's keys locked away by the leader of the Insectors, Hunter and his friends strive to bring about peace once and for all.

Spider Riders: Yomigaeru Taiyou is the epic conclusion to the Spider Riders series. Will the four Oracle Keys find their way to Hunter and the Spider Riders, or will Mantid and the Insectors finally have their wish granted, conquering the Inner World for themselves?

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1351/138787.jpg
2621,Natsu e no Tobira,"['boys love', 'drama', 'romance']",7719,5.9,"Marion is a young schoolboy who prides himself on his adherence to a philosophy he calls ""rationalism"". Because of his disdain for emotional display, he ignores anything remotely akin to affection. But when he's entangled in a romantic affair with an older courtesan, his rationalism is revealed to be little more than a cover for his own emotional immaturity. Learning to love, Marion blossoms under his older lover's care but unfortunately, Marion has yet to learn the true price of the affair.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/3/3592.jpg
2622,Big Wars: Kami Utsu Akaki Kouya ni,"['action', 'sci-fi']",10070,5.42,"It is the dawn of the 21st century. Mankind has terraformed and colonized Mars. But we are not alone in the universe. An ancient race of alien beings, known only as ""The Gods,"" has been watching mankind's progress ...and waiting. Now, these mysterious aliens have returned to halt mankind's expansion into space ...by force.

Now, the planet named after the God of War will become our final battlefield, as mankind fights a desperate battle with the latest in high-tech, military hardware: hyper-advanced aircraft, orbital fighters, and gigantic, desert battleships brimming with the most advanced weaponry.

But will it be enough? The aliens have awesome, incredibly destructive weapons at their disposal—including ""Hell""—an unstoppable stealth carrier. But the alien's primary weapon is insidiously quiet and invisible—a mind control plaque. Incurable. Inevitable. Contagious. Humans are powerless to resist its effects, which transforms even the most loyal soldiers into dangerous subversives.

Our last hope lies with Captain Akuh and the crew of the Battleship Aoba. If his top-secret mission is successful, mankind will deal a decisive blow to the alien armada. But Akuh's girlfriend is showing signs of nymphomania—the first symptom of alien subversion!

(Source: AnimeNfo)",https://cdn.myanimelist.net/images/anime/3/72814.jpg
2624,"Flanders no Inu, Boku no Patrasche",['drama'],10771,7.03,"A boy named Nello becomes an orphan at the age of two when his mother dies.  His grandfather, who lives in a small village takes him in. One day, Nello finds a dog who was almost beaten to death and named him Patrasche. Due to the good care of his grandfather, the dog recovers, and from then on, Nello and Patrasche are inseparable. Since they are very poor, Nello has to help his grandfather by selling milk. Patrasche helps him pull the milk cart that Nello uses to sell milk in the town.

(Source: Wikipedia)",https://cdn.myanimelist.net/images/anime/7/22953.jpg
2625,The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,"['comedy', 'fantasy', 'sci-fi']",10550,6.84,"The mysterious thief Dorapin sets up a scheme with the intent of stealing the Friendship Telecards from the Doraemons. 

(Source: ANN)",https://cdn.myanimelist.net/images/anime/1073/134134.jpg
2626,The☆Doraemons: Mushimushi Pyonpyon Daisakusen!,['fantasy'],11749,6.47,No description available.,https://cdn.myanimelist.net/images/anime/11/31031.jpg
2628,"The☆Doraemons: Strange, Sweets, Strange?",['fantasy'],11868,6.49,No description available.,https://cdn.myanimelist.net/images/anime/1400/133727.jpg
2629,Doraemon and Itchy the Stray,"['comedy', 'sci-fi']",11698,6.62,No description available.,https://cdn.myanimelist.net/images/anime/12/57845.jpg
2630,Doraemon Meets Hattori the Ninja,"['comedy', 'sci-fi']",10835,6.88,A crossover of Doraemon and Ninja Hattori-kun.,https://cdn.myanimelist.net/images/anime/4/16720.jpg
2631,The☆Doraemons: Goal! Goal! Goal!!,"['comedy', 'fantasy', 'sci-fi', 'sports']",11911,6.31,"The Doraemons, a group of culturally different versions of the Doraemon, gather to play a game of soccer.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/12/30859.jpg
2632,Doraemon: Time Machine de Oshougatsu,"['adventure', 'comedy', 'sci-fi']",11944,6.59,No description available.,https://cdn.myanimelist.net/images/anime/1709/92174.jpg
2633,The☆Doraemons: Dokidoki Kikansha Daibakusou!,"['adventure', 'comedy', 'fantasy', 'sci-fi']",11371,6.52,No description available.,https://cdn.myanimelist.net/images/anime/4/59531.jpg
2634,Doraemon: Kaette Kita Doraemon,"['comedy', 'fantasy', 'sci-fi']",9811,7.08,No description available.,https://cdn.myanimelist.net/images/anime/7/57855.jpg
2636,Dorami-chan: Arara Shounen Sanzokudan,['fantasy'],14307,6.12,No description available.,https://cdn.myanimelist.net/images/anime/1921/146378.jpg
2639,Dorami-chan: Hello Kyouryuu Kids!!,['fantasy'],15346,6.12,"To confirm that birds descend from dinosaurs, Dorami and her friends from the 22nd century use a time machine to go millions of years back in time.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/1280/134128.jpg
2642,Dorami-chan: Aoi Straw Hat,['fantasy'],16393,6.02,No description available.,https://cdn.myanimelist.net/images/anime/1747/134135.jpg
2645,Dorami & Doraemons: Space Land's Critical Event,"['adventure', 'comedy', 'fantasy', 'sci-fi']",11656,6.55,No description available.,https://cdn.myanimelist.net/images/anime/8/29010.jpg
2646,Dorami & Doraemons: Robot School's Seven Mysteries,['fantasy'],11193,6.77,"At the graduation day in Robot School, mysterious flow pulls in all of Dorami's friends and classmates, including Doraemon. Doraemons coming to the rescue, trying to solve this mystery and reveal one who stay behind all of this.",https://cdn.myanimelist.net/images/anime/1257/134133.jpg
2647,Dorami-chan: Mini-Dora SOS!!!,['fantasy'],13428,6.51,"This episode is set in the future where the main characters from Doraemon are all grown up and have kids. Minidora (mini doraemon) accidently gets delivered to the Nobita's future house. The sons of Jyaiyan, Suneo and Nobita plays with Minidora with the special goods he brings out of his pocket. But trouble happens when they ran away from Dorami, who came to retrieve Minidora. 

(Source: ANN)",https://cdn.myanimelist.net/images/anime/1077/134127.jpg
2648,Doraemon: 2112-nen Doraemon Tanjou,"['comedy', 'fantasy']",7919,7.34,"The movie is sort of a prequel to the entire series, it showed the life of Doraemon before traveling to the 20th century: How he was made, how he was partially broken, how he lost his ears, how he met the Nobi family and decides to return to the past to help Nobita.",https://cdn.myanimelist.net/images/anime/1188/143378.jpg
2649,Doraemon: Obaachan no Omoide,"['award winning', 'comedy', 'fantasy', 'sci-fi']",9433,7.35,"Nobita misses his granny that died a few years ago, so Doraemon takes Nobita to the past to see his grandmother one more time. But they face through a lot of things such as the younger selves of Nobita and his friends, and young Nobita's mother that doesn't recognize Nobita or Doraemon. 

(Source: Wikipedia)",https://cdn.myanimelist.net/images/anime/6/27416.jpg
2650,"Doraemon Movie: Boku, Momotarou no Nanna no Sa","['adventure', 'fantasy', 'sci-fi']",10665,6.48,"As a summer assignment, Nobita has to research the past of his town. Together with Doraemon, they use a gadget called time camera to take photos of the town sights from various time periods. To their great surprise, the last photo they take depicts Japanese folk hero Momotaro pulling a cart laden with treasure.

Later, Nobita's mom encounters a foreigner who shows the kids a small picture of a person dressed as samurai. The picture looks almost like a photo, and the person in the picture looks exactly like Momotaro. The foreigner has inherited this picture from his ancestors, and he has come to Japan in order to learn the truth about its origins.

Nobita begins to think that Momotaro might have been a real person. In order to solve the mystery, he travels to the past of Japan along with Doraemon, Shizuka, Takeshi and Suneo.

(Source: animania.co.uk)",https://cdn.myanimelist.net/images/anime/6/72407.jpg
2651,Doraemon: Kaette Kita Doraemon (Movie),"['comedy', 'fantasy']",10259,6.95,"Nobita is running from an angry Gian, though is quickly able to escape when Gian trips. Nobita asks Doraemon for a gadget to fight back, but Doraemon instead snaps at him; Doraemon tells Nobita that he must return to the 22nd century, and won’t be returning. 

(Source: Doraemon Wiki)",https://cdn.myanimelist.net/images/anime/4/74057.jpg
2652,Doraemon: The Day When I Was Born,"['comedy', 'fantasy', 'sci-fi']",9537,7.13,No description available.,https://cdn.myanimelist.net/images/anime/1395/132911.jpg
2653,Doraemon: Ganbare! Gian!!,"['adventure', 'comedy', 'fantasy']",11587,6.55,No description available.,https://cdn.myanimelist.net/images/anime/13/29221.jpg
2654,Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi,"['adventure', 'fantasy']",7712,7.27,"Nobita and his friends gathered at Shizuka's house when they heard about the news about missing flocks of bird species. Nobita believed they were taken away by winged creatures and became obsessed on flying on his own. He created mechanical wings and upon the experiment he encountered an actual winged creature flying out of a time-space distortion. Upon helping him whose name is Gusuke, Nobita and his friends were sucked into the distortion and reached Gusuke's home, Birdpia or the world where the winged creatures live.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/2/72427.jpg
2656,Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,"['adventure', 'comedy', 'sci-fi']",6850,7.38,"One day, Nobita finds a stray dog drowning in a river while playing by the river side. Feeling sorry for the dog, he decides to take it home by hiding it in a ""kennel on the wall"" and names it Ichi (originated from ""One"", which sounds similar to ""wan"", the sound a dog makes according to the Japanese language), and secretly feeds it and plays with Ichi with his Kendama to find. Soon after, he also adopts a stray cat named Zubu (or wet in Japanese, due to the discovery of it in a rainstorm)... and many other stray cats and dogs. With so many stray cats and dogs, Nobita, along with his friends, decide to send them back in time, 300 million years ago, where there was no other living beings around. After using the Ray of Evolution to allow them to operate a food-making machine, they depart, with a promise to return to the present.

However, when they try to visit them the next day (from their point of view), they encountered a time-space anomaly, sending them crash landing 1,000 years before their original time-destination— to their surprise, They found out the dogs and cats have evolved enough to form a civilized society that rivaled those of Future Society. As the time machine is broken, they try to find help to repair it so they can continue their chrono-journey, only to learn of a bigger issue — a cluster of asteroids are going to Collide with Earth.

Will Nobita finally reunite with Ichi, as he promised? More over, what's with Hachi, a dog who resembles Ichi greatly? The 300 million years of time and space adventure begins.

(Source: Wikipedia)",https://cdn.myanimelist.net/images/anime/1819/133756.jpg
2657,Doraemon Movie 08: Nobita to Ryuu no Kishi,"['adventure', 'comedy', 'fantasy']",8183,6.97,"Doraemon created a hideout for everyone in an underground cave and Suneo got lost. Everyone came back out except Suneo. After finding out that he was lost the entrance was broken. They have to find another entrance to the caves and end up in a dinosaur world. Vanho , a soldier rescued them and said that he found Suneo. When they found Suneo they found out about Vanho's people's plans. Their plan it to study Doraemon's group as human specimens and take over Earth's suface .

(Source: ANN)",https://cdn.myanimelist.net/images/anime/1415/133671.jpg
2658,Doraemon Movie 09: Nobita no Parallel Saiyuuki,"['adventure', 'fantasy', 'sci-fi']",8152,7.12,"Nobita is trying to prove that the Monkey King exists so they went back to the time Sanzo began his pilgrimage. Doraemon used a virtual video game console and let Nobita play ""Journey to The West"" to give Nobita clothes that the Monkey King wears. Nobita messed up on prooving Monkey king exists. When Nobita and his friends played ""Journey to The West"" and they finished the game without fighting any demons. Later, they found out thier world is ruled by demons. The problem is that Doraemon left the game console open in the past without closing it and demons started to appear to invade the world. Doraemon and the others now have to go back into the past to vanquish the demons.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/12/72414.jpg
